"complaint_number","status","date_entered","house_number","house_street","zip_code","bin","community_board","special_district","complaint_category","unit","disposition_date","disposition_code","inspection_date","dobrundate"
"2127206","CLOSED","03/05/2009","737","FOX STREET","10455","2005518","202",,"63","ELEVR","03/31/2009","I2","03/25/2009","20260427000000"
"4075095","CLOSED","02/05/1998","67-11","MYRTLE AVENUE","11385","4089431","405",,"32","QNS.","12/29/2001","I2","12/28/2001","20260427000000"
"1099638","CLOSED","08/13/2002","106","EAST  116 STREET","10029","1052273","111",,"59","ELCTR","02/25/2003","I2","02/19/2003","20260427000000"
"1006788","CLOSED","05/14/1990","552","WEST 160 STREET","10032","1062788","112",,"99","MAN.","06/14/1990","I2","06/08/1990","20260427000000"
"2058114","CLOSED","03/13/2004","3939","DURYEA AVENUE","10466","2066924","212",,"71","BRONX","04/06/2004","I2","04/05/2004","20260427000000"
"3239909","CLOSED","09/25/2007","247","WILSON AVENUE","11237","3074771","304",,"30","BKLYN","09/26/2007","I2","09/26/2007","20260427000000"
"5176885","CLOSED","04/03/2023","1630","CASTLETON AVENUE","10302","5025792","501",,"31","ST.IS","05/15/2023","C2","05/15/2023","20260427000000"
"1579433","CLOSED","08/13/2021","390","RIVERSIDE DRIVE","10025","1057323","109",,"8A","CSC","10/01/2021","L2","10/01/2021","20260427000000"
"3666414","CLOSED","09/07/2018","168","STUYVESANT AVENUE","11221","3390034","303",,"03","ERT","09/09/2018","A8","09/08/2018","20260427000000"
"1210111","CLOSED","11/26/2007","265","WEST   25 STREET","10001","1076139","104",,"05","MAN.","12/05/2007","C2","11/30/2007","20260427000000"
"4933436","CLOSED","08/04/2023","159-10","71 AVENUE","11365","4467448","408",,"6M","ELEVR","08/22/2023","H1","08/22/2023","20260427000000"
"4328313","CLOSED","10/25/2007","68-90","AUSTIN STREET","11375","4437652","406",,"05","QNS.","11/09/2007","I2","11/07/2007","20260427000000"
"2358504","CLOSED","01/06/2023","2140","STARLING AVENUE","10462","2028998","209",,"45","Q-L","01/15/2023","H1","01/12/2023","20260427000000"
"3788610","CLOSED","03/03/2021","1206","EAST 7 STREET","11230","3171328","312",,"05","EXEC","03/10/2022","I2","03/10/2022","20260427000000"
"4321023","CLOSED","08/31/2007","100-10","103 AVENUE","11417","4453790","410",,"45","QNS.","09/14/2007","I2","09/05/2007","20260427000000"
"4646338","CLOSED","03/09/2016","5-25","47 ROAD","11101","4000069","402",,"4K","BEST","03/21/2016","L2","03/21/2016","20260427000000"
"1491359","CLOSED","10/02/2018","884","RIVERSIDE DRIVE","10032","1063326","112",,"1X","MAN.","10/03/2018","I2","10/03/2018","20260427000000"
"3220175","CLOSED","03/28/2007","1433","48 STREET","11219","3137298","312",,"09","BKLYN","06/11/2007","I2","06/09/2007","20260427000000"
"4739741","CLOSED","07/11/2018","66-64","FRESH POND ROAD","11385","4084965","405",,"05","QNS.","09/05/2018","I2","09/04/2018","20260427000000"
"5095915","CLOSED","01/15/2012","66","2 STREET","10306","5057288","502",,"06","ST.IS","02/02/2012","I2","02/01/2012","20260427000000"
"3A09488","CLOSED","04/10/2025","608","PENNSYLVANIA AVENUE","11207","3085542","305",,"1X","BKLYN","04/11/2025","I3","04/11/2025","20260427000000"
"4785540","CLOSED","08/12/2019","36-25","214 PLACE","11361","4136619","411",,"45","Q-L","09/25/2019","A8","09/23/2019","20260427000000"
"3797805","CLOSED","05/20/2021","380","KINGS HIGHWAY","11223","3398009","311",,"6M","ELEVR","05/25/2021","A8","05/20/2021","20260427000000"
"1462009","CLOSED","10/02/2017","120","LEXINGTON AVENUE","10016","1082101","105",,"09","MAN.","12/02/2017","I2","12/02/2017","20260427000000"
"1081262","CLOSED","10/26/2000","44","EAST   43 STREET","10017","1090825","105",,"49","SPOPS","10/26/2000","A1","10/24/2000","20260427000000"
"1063270","CLOSED","12/17/1998","446","WEST   19 STREET","10011","1078446","104",,"73","MAN.","01/04/1999","C2","12/31/1998","20260427000000"
"1569775","CLOSED","04/24/2021","1786","AMSTERDAM AVENUE","10031","1062034","109",,"6V","OBM","04/24/2021","I3","04/21/2021","20260427000000"
"3184176","CLOSED","03/01/2006","1544","BERGEN STREET","11213","3035845","308",,"37","BKLYN","03/02/2006","A1","03/01/2006","20260427000000"
"1035209","CLOSED","05/30/1995","2170","MADISON AV","10037","1081105","111",,"56","BOILR","07/18/1995","I2","05/31/1995","20260427000000"
"3A55982","ACTIVE","04/02/2026","849","57 STREET","11220","3398242","312",,"45","Q-L",,,,"20260427000000"
"4156112","CLOSED","10/29/2002","90-12","70 AVENUE","11375","4077067","406",,"45","QNS.","12/24/2002","C2","12/20/2002","20260427000000"
"4390508","CLOSED","02/19/2009","120-36","198 STREET","11412","4273390","412",,"83","QNS.","03/11/2009","L2","03/10/2009","20260427000000"
"3638115","CLOSED","02/12/2018","305","ATKINS AVENUE","11208","3089899","305",,"30","ERT","02/12/2018","I2","02/12/2018","20260427000000"
"3776259","CLOSED","11/11/2020","672","DECATUR STREET","11233","3040642","316",,"29","BKLYN","01/26/2021","I2","01/26/2021","20260427000000"
"3976275","CLOSED","09/10/2024","74","ELDERT LANE","11208","3091392","305",,"6B","OBM","09/10/2024","A8","09/10/2024","20260427000000"
"1426134","CLOSED","06/13/2016","257","WATER STREET","10038","1001381","101",,"05","MAN.","06/27/2016","C2","06/26/2016","20260427000000"
"1373323","CLOSED","06/10/2014","2182","BROADWAY","10024","1088838","107",,"59","ELCTR","06/17/2014","A8","06/16/2014","20260427000000"
"3033179","CLOSED","01/24/1994","518","CLINTON STREET","11231","3005361","306",,"99","BKLYN","01/28/1994","I2","01/25/1994","20260427000000"
"3943059","CLOSED","01/10/2024","76","CLOVE ROAD","11225","3034556","309",,"1L","PLUMB","02/08/2024","C4","02/08/2024","20260427000000"
"2033046","CLOSED","02/11/2000","394","CITY ISLAND AVENUE","10464","2082643","210",,"05","BRONX","02/14/2000","I2","02/11/2000","20260427000000"
"3981146","CLOSED","10/18/2024","5001","10 AVENUE","11219","3137932","312",,"7J","RTEU","10/18/2024","I2","10/18/2024","20260427000000"
"4967636","CLOSED","08/02/2024","144-75","MELBOURNE AVENUE","11367","4141901","408",,"7Q","FISP","03/30/2026","Q7","08/05/2024","20260427000000"
"4099411","CLOSED","10/25/1999","12-21","ASTORIA BOULEVARD","11102","4005579","401",,"33","QNS.","01/12/2000","C2","01/10/2000","20260427000000"
"3268205","CLOSED","06/11/2008","2585","EAST   21 STREET","11235","3204459","315",,"45","BKLYN","07/23/2008","C2","07/17/2008","20260427000000"
"4610343","CLOSED","01/31/2015","174-15","127 AVENUE","11434","4270198","412",,"45","QNS.","04/30/2015","C4","04/24/2015","20260427000000"
"1385990","CLOSED","12/15/2014","104","SULLIVAN STREET","10012","1007813","102",,"03","ERT","12/17/2014","I2","12/17/2014","20260427000000"
"2148404","CLOSED","08/03/2010","2154","MAPES AVENUE","10460","2013006","206",,"05","BRONX","10/18/2010","C2","10/13/2010","20260427000000"
"1533385","CLOSED","01/11/2020","305","EAST 24 STREET","10010","1020599","106",,"91","ERT","01/16/2020","L2","01/16/2020","20260427000000"
"2302282","CLOSED","06/22/2020","632","WEST 230 STREET","10463","2129215","208",,"7F","CSE","06/24/2020","I2","06/23/2020","20260427000000"
"2239328","CLOSED","02/14/2017","524","EAST 236 STREET","10470","2019796","212",,"23","SCFLD","02/23/2017","H1","02/23/2017","20260427000000"
"4959558","CLOSED","05/15/2024","123-05","97 AVENUE","11419","4199799","409",,"05","SPOPS","07/24/2024","C2","07/24/2024","20260427000000"
"3A17602","CLOSED","06/13/2025","514","HENRY STREET","11231","3004298","306",,"6V","OBM","07/10/2025","L3","07/10/2025","20260427000000"
"3576714","CLOSED","10/05/2016","2","STODDARD PLACE","11225","3034361","309",,"86","BKLYN","10/06/2016","C2","10/06/2016","20260427000000"
"2097756","CLOSED","04/19/2007","3419","IRWIN AVENUE","10463","2083678","208",,"54","BRONX","05/08/2007","I2","05/05/2007","20260427000000"
"2435715","CLOSED","03/06/2026","599","TINTON AVENUE","10455","2004672","201",,"05","OBM","03/10/2026","I2","03/10/2026","20260427000000"
"4023444","CLOSED","11/22/1991","67-51","GROTON STREET","11375","4075681","406",,"30","ERT","12/19/1991","I2","12/16/1991","20260427000000"
"2227113","CLOSED","05/23/2016","2115","HONEYWELL AVENUE","10460","2100100","206",,"63","ELEVR","07/15/2016","H1","07/15/2016","20260427000000"
"4963556","CLOSED","06/21/2024","114-27","132 STREET","11420","4251849","410",,"2A","QNS.","08/20/2024","C4","08/20/2024","20260427000000"
"3888381","CLOSED","01/04/2023","535","CARLTON AVENUE","11238","3418188","308",,"6M","ELEVR","02/06/2023","I2","02/06/2023","20260427000000"
"3590818","CLOSED","02/06/2017","523","EAST 38 STREET","11203","3111770","317",,"45","BKLYN","05/25/2017","I2","05/24/2017","20260427000000"
"2416932","CLOSED","06/02/2025","1146","OGDEN AVENUE","10452","2003265","204",,"30","ERT","06/02/2025","A8","06/02/2025","20260427000000"
"4485247","CLOSED","06/22/2011","153-38","60 AVENUE","11355","4141520","407",,"83","QNS.","11/18/2011","I2","11/14/2011","20260427000000"
"1578264","CLOSED","07/30/2021","5","EAST 63 STREET","10065","1041017","108",,"4A","SPOPS","10/01/2021","C2","10/01/2021","20260427000000"
"2011722","CLOSED","08/05/1993","681","EAST TREMONT AVENUE","10457","2012293","206",,"43","BRONX","08/17/1993","B1","08/13/1993","20260427000000"
"4026188","CLOSED","05/01/1992","126-02","NORTHERN BOULEVARD","11368","4045013","481",,"31","QNS.","05/29/1992","H1","05/04/1992","20260427000000"
"3567505","CLOSED","07/25/2016","167","LAFAYETTE AVENUE","11238","3402712","302",,"52","PLUMB","12/09/2016","I2","12/02/2016","20260427000000"
"2269870","CLOSED","10/12/2018","115","EAST 184 STREET","10468","2013917","205",,"35","BRONX","11/26/2018","F6","11/26/2018","20260427000000"
"3974910","CLOSED","08/30/2024","435","FOSTER AVENUE","11230","3128106","314",,"15","BKLYN","09/24/2024","I2","09/24/2024","20260427000000"
"4528008","CLOSED","09/19/2012","135-42","127 STREET","11420","4257326","410",,"45","QNS.","07/16/2013","C2","07/16/2013","20260427000000"
"4852620","CLOSED","07/20/2021","245-20","135 AVENUE","11422","4284313","413",,"31","QNS.","09/30/2021","C2","09/29/2021","20260427000000"
"2012492","CLOSED","11/17/1993","2985","THIRD AVENUE","10455","2001381","201",,"31","BRONX","12/01/1993","B1","11/18/1993","20260427000000"
"5177613","CLOSED","05/15/2023","4132","VICTORY BOULEVARD","10314","5170723","502",,"91","CSE","05/16/2023","I2","05/16/2023","20260427000000"
"1651476","CLOSED","10/20/2023","321","WEST 38 STREET","10018","1083616","104",,"83","CSE","10/23/2023","I2","10/20/2023","20260427000000"
"1373971","CLOSED","06/18/2014","251","WEST 72 STREET","10023","1030508","107",,"30","ERT","06/19/2014","A8","06/19/2014","20260427000000"
"3212387","CLOSED","01/04/2007","2109","EAST    8 STREET","11223","3193185","315",,"06","BKLYN","01/05/2007","H1","01/04/2007","20260427000000"
"4223476","CLOSED","05/11/2005","148-21","HUXLEY STREET","11422","4289707","413",,"45","QNS.","07/06/2005","C2","06/29/2005","20260427000000"
"3978803","CLOSED","09/30/2024","1425","70 STREET","11228","3156578","311",,"45","Q-L","10/14/2025","C2","10/14/2025","20260427000000"
"2265980","CLOSED","07/31/2018","403","EAST 139 STREET","10454","2000330","201",,"45","BRONX","09/06/2018","C2","09/05/2018","20260427000000"
"1557087","CLOSED","11/04/2020","142","5 AVENUE","10011","1015475","105",,"1X","MAN.","11/04/2020","A8","11/04/2020","20260427000000"
"4168636","CLOSED","06/17/2003","91-59","191 STREET","11423","4231483","412",,"63","ELEVR","07/14/2003","A1","07/10/2003","20260427000000"
"1612533","CLOSED","06/23/2022","33","EAST END AVENUE","10028","1051378","108",,"23","CSE","06/27/2022","I2","06/25/2022","20260427000000"
"3185486","CLOSED","03/17/2006","419","HART STREET","11221","3391824","303",,"73","BKLYN","03/28/2006","L2","03/28/2006","20260427000000"
"4491503","CLOSED","08/17/2011","119-33","145 STREET","11436","4261032","412",,"30","ERT","08/18/2011","A8","08/17/2011","20260427000000"
"1422321","CLOSED","04/28/2016","140","WEST 29 STREET","10001","1015129","105",,"05","MAN.","07/16/2016","I2","07/15/2016","20260427000000"
"3432296","CLOSED","12/19/2012","2917","WEST 24 STREET","11224","3321839","313",,"63","ELEVR","01/14/2013","G8","01/14/2013","20260427000000"
"4049373","CLOSED","09/11/1995","34-08","44 STREET",,"4012314","4",,"36","QNS.","10/16/1995","B1","09/21/1995","20260427000000"
"3392490","CLOSED","10/08/2011","1631","WEST   13 STREET","11223","3175293","311",,"10","ERT","10/09/2011","I2","10/08/2011","20260427000000"
"4851307","CLOSED","07/08/2021","40-20","217 STREET","11361","4138403","411",,"1X","QNS.","09/03/2021","L2","09/03/2021","20260427000000"
"1398048","CLOSED","06/10/2015","69","5 AVENUE","10003","1016061","105",,"94","PLUMB","06/24/2015","I2","06/24/2015","20260427000000"
"4006890","CLOSED","10/18/1989","30-38","31 STREET","11102","4007659","401",,"31","QNS.","08/31/1990","I2","12/28/1989","20260427000000"
"3447235","CLOSED","06/12/2013","618","LAFAYETTE AVENUE","11216","3049943","303",,"05","BKLYN","06/17/2013","H1","06/17/2013","20260427000000"
"1077289","CLOSED","07/03/2000","58","GREENE STREET","10012","1007255","102",,"05","MAN.","07/10/2000","I2","07/07/2000","20260427000000"
"2068767","CLOSED","04/05/2005","200","EAST  180 STREET","10457","2013631","205",,"63","ELEVR","05/16/2005","H1","05/11/2005","20260427000000"
"1104119","CLOSED","01/28/2003","1944","7 AVENUE","10026","1084043","110",,"23","MAN.","02/24/2003","I2","02/24/2003","20260427000000"
"1369034","CLOSED","04/09/2014","504","WEST 44 STREET","10036","1026936","104",,"05","MAN.","06/05/2014","L2","06/05/2014","20260427000000"
"2237124","CLOSED","12/23/2016","776","HOME STREET","10456","2103796","203",,"29","BRONX","01/18/2017","I2","01/17/2017","20260427000000"
"4695303","CLOSED","06/17/2017","95-20","80 STREET","11416","4187099","409",,"05","QNS.","09/19/2017","C2","09/18/2017","20260427000000"
"1200701","CLOSED","08/06/2007","855","6 AVENUE","10001","1088527","105",,"86","MAN.","08/13/2007","H1","08/03/2007","20260427000000"
"4500443","CLOSED","11/23/2011","65-29","168 STREET","11365","4149213","408",,"12","QNS.","02/17/2012","L2","02/17/2012","20260427000000"
"4356617","CLOSED","06/08/2008","132-06","JAMAICA AVENUE","11418","4196342","409",,"74","QNS.","08/04/2008","C2","07/29/2008","20260427000000"
"3801265","CLOSED","06/10/2021","789","ST MARKS AVENUE","11213","3030735","308",,"6M","ELEVR","07/26/2021","H1","07/26/2021","20260427000000"
"3839701","CLOSED","04/13/2022","9269","SHORE ROAD","11209","3154982","310",,"6S","ELEVR","04/19/2022","A8","04/18/2022","20260427000000"
"2022827","CLOSED","07/30/1997","2338","UNIVERSITY AVENUE","10468","2014606","207",,"33","BRONX","08/06/1997","A1","08/06/1997","20260427000000"
"3609023","CLOSED","07/03/2017","1350","BEDFORD AVENUE","11216","3029966","308",,"63","ELEVR","07/05/2017","H1","07/05/2017","20260427000000"
"3476701","CLOSED","04/23/2014","249","HIMROD STREET","11237","3074507","304",,"03","ERT","04/25/2014","C2","04/25/2014","20260427000000"
"4152382","CLOSED","08/27/2002","35-34","167 STREET","11358","4119639","407",,"12","ERT","08/28/2002","A9","08/27/2002","20260427000000"
"1217664","CLOSED","03/07/2008","131","5 AVENUE","10003","1016187","105",,"23","SCFLD","03/07/2008","I2","03/05/2008","20260427000000"
"2093540","CLOSED","01/07/2007","3521","TIEMANN AVENUE","10469","2060370","212",,"71","BRONX","01/31/2007","A9","01/30/2007","20260427000000"
"3955960","CLOSED","04/11/2024","1673","73 STREET","11204","3158432","311",,"7G","CSE","04/11/2024","I2","04/11/2024","20260427000000"
"1258132","CLOSED","06/10/2009","469","COLUMBUS AVENUE","10024","1031205","107",,"73","MAN.","06/15/2009","A8","06/12/2009","20260427000000"
"1466848","CLOSED","12/03/2017","247","AUDUBON AVENUE","10033","1063183","112",,"63","ELEVR","01/04/2018","A8","01/03/2018","20260427000000"
"3302684","CLOSED","04/24/2009","933","EAST  103 STREET","11236","3345568","318",,"31","BKLYN","04/30/2009","A8","04/28/2009","20260427000000"
"3407182","CLOSED","03/27/2012","101","OSBORNE STREET","11212","3338513","316",,"30","BKLYN","03/28/2012","I2","03/28/2012","20260427000000"
"1282609","CLOSED","05/27/2010","274","WEST   19 STREET","10011","1013888","104",,"83","MAN.","05/29/2010","I2","05/27/2010","20260427000000"
"3259707","CLOSED","04/03/2008","1268","BAYRIDGE AVENUE","11219","3156455","310",,"45","BKLYN","07/30/2008","I2","07/29/2008","20260427000000"
"2069222","CLOSED","04/13/2005","364","EAST  209 STREET","10467","2018584","207",,"59","ELCTR","05/06/2005","C2","05/05/2005","20260427000000"
"4742297","CLOSED","08/01/2018","150-14","122 STREET","11420","4257205","410",,"45","QNS.","06/17/2019","Y2","06/17/2019","20260427000000"
"2198852","CLOSED","05/30/2014","2763","SEDGWICK AVENUE","10468","2015515","208",,"06","BRONX","07/17/2014","I2","07/17/2014","20260427000000"
"1620165","CLOSED","10/13/2022","185","EAST 3 STREET","10009","1005004","103",,"6V","OBM","10/13/2022","I2","10/11/2022","20260427000000"
"1257791","CLOSED","06/05/2009","137","DUANE STREET","10013","1001607","101",,"83","MAN.","06/11/2009","I1","06/11/2009","20260427000000"
"3049729","CLOSED","08/08/1996","609","HANCOCK STREET","11233","3045843","303",,"43","BKLYN","08/08/1996","H1","08/08/1996","20260427000000"
"4700812","CLOSED","07/30/2017","144-67","41 AVENUE","11355","4113859","407",,"63","ELEVR","08/08/2017","A8","08/05/2017","20260427000000"
"4984531","CLOSED","01/08/2025","218-12","PECK AVENUE","11427","4165230","411",,"7G","CSE","01/13/2025","I2","01/10/2025","20260427000000"
"2168004","CLOSED","01/03/2012","868","EAST  180 STREET","10460","2013146","206",,"37","BRONX","01/20/2012","I2","01/17/2012","20260427000000"
"1265640","CLOSED","09/17/2009","103","WEST   78 STREET","10024","1030275","107",,"05","MAN.","10/14/2009","I2","10/08/2009","20260427000000"
"2132075","CLOSED","06/27/2009","638","COSTER STREET","10474","2006699","202",,"45","BRONX","10/07/2009","C2","10/05/2009","20260427000000"
"4624482","CLOSED","07/10/2015","111-16","173 STREET","11433","4219252","412",,"59","ELCTR","07/13/2015","I2","07/10/2015","20260427000000"
"1176137","CLOSED","09/29/2006","120","EAST   87 STREET","10128","1047955","108",,"59","ELCTR","12/04/2006","C2","12/03/2006","20260427000000"
"4692429","CLOSED","05/23/2017","38-19","UNION STREET","11354","4532315","407",,"45","QNS.","07/30/2017","C2","07/30/2017","20260427000000"
"2116688","CLOSED","07/09/2008","10","CENTRE STREET","10464","2082002","210",,"5A","BRONX","07/28/2008","A1","07/24/2008","20260427000000"
"3873638","CLOSED","09/14/2022","1102","HALSEY STREET","11207","3078791","304",,"1X","BKLYN","09/15/2022","I2","09/15/2022","20260427000000"
"3021694","CLOSED","03/13/1992","298","TOMPKINS AVENUE","11216","3050681","303",,"39","BKLYN","06/29/1993","C2","06/24/1993","20260427000000"
